load_id,po_id,carrier_id,mode,equipment,pickup_planned,delivery_planned,pickup_actual,delivery_actual,pallets,weight_lbs,cube_cuft,planned_miles,linehaul_cost,fuel_cost,accessorial_cost,status,osd_flag,osd_reason
900180,50180,302,TL,Dry Van,2025-05-23,2025-05-24,2025-05-24,2025-05-26,9,12499,1046.1,761,1640.63,243.91,50,Delivered,0,
900181,50181,301,TL,Dry Van,2025-04-27,2025-04-30,2025-04-28,2025-05-01,13,14715,1060.4,1819,3168.3,483.1,50,Delivered,0,
900182,50182,301,TL,Dry Van,2025-01-13,2025-01-17,2025-01-13,2025-01-18,9,15968,1469.2,1905,3625.16,515.38,50,Delivered,0,
900183,50183,300,TL,Dry Van,2025-03-29,2025-04-02,2025-03-29,2025-04-01,10,12729,1171.0,1905,4307.62,584.75,0,Delivered,0,
900184,50184,300,TL,Dry Van,2025-04-21,2025-04-25,2025-04-21,2025-04-24,10,12287,1080.6,1905,3952.93,415.68,200,Delivered,0,
900185,50185,301,LTL,Dry Van,2025-03-09,2025-03-13,2025-03-09,2025-03-13,8,200,642.1,2112,718.31,83.66,0,Delivered,0,
900186,50186,302,TL,Reefer,2025-05-15,2025-05-18,2025-05-14,2025-05-17,15,15149,1039.3,1263,2495.88,357.32,50,Delivered,0,
900187,50187,300,TL,Dry Van,2025-03-11,2025-03-15,2025-03-11,2025-03-14,12,14998,1263.3,1962,3405.83,418.03,125,Delivered,0,
900188,50188,304,LTL,Dry Van,2025-02-13,2025-02-17,2025-02-13,2025-02-15,2,5985,447.7,2008,527.21,52.92,0,Delivered,0,
900189,50189,303,TL,Dry Van,2025-06-22,2025-06-26,2025-06-21,2025-06-25,11,17711,1011.1,2001,4528.49,831.98,0,Canceled,0,
900190,50190,300,LTL,Dry Van,2025-06-05,2025-06-06,2025-06-05,2025-06-07,3,1614,364.5,761,300.0,48.25,50,Delivered,0,
900191,50191,301,LTL,Dry Van,2025-03-02,2025-03-05,2025-03-02,2025-03-04,2,584,317.9,1263,328.91,63.48,0,Delivered,0,
900192,50192,300,TL,Dry Van,2025-06-24,2025-06-25,2025-06-24,2025-06-25,10,21935,1029.5,348,622.53,68.66,0,Delivered,0,
900193,50193,301,LTL,Dry Van,2025-04-30,2025-05-04,2025-04-30,2025-05-04,3,4256,444.6,1962,544.93,70.47,0,Delivered,0,
900194,50194,300,LTL,Dry Van,2025-04-12,2025-04-16,2025-04-11,2025-04-12,6,3740,383.0,1826,670.17,77.4,125,Delivered,0,
900195,50195,304,LTL,Reefer,2025-04-26,2025-04-27,2025-04-26,2025-04-28,6,3984,187.7,450,300.0,41.35,0,Delivered,0,
900196,50196,303,TL,Reefer,2025-02-02,2025-02-04,2025-02-02,2025-02-02,15,12130,1570.8,1047,2027.06,221.47,50,Canceled,0,
900197,50197,301,TL,Dry Van,2025-02-07,2025-02-11,2025-02-07,2025-02-11,11,17258,1219.8,1826,3671.22,512.52,0,Delivered,0,
900198,50198,300,TL,Dry Van,2025-04-03,2025-04-07,2025-04-03,2025-04-07,11,14295,935.5,2325,4468.84,518.75,0,Delivered,0,
900199,50199,302,TL,Reefer,2025-01-25,2025-01-30,2025-01-25,2025-01-30,10,9068,1443.7,2287,5259.1,633.08,125,Delivered,0,
900200,50200,304,TL,Dry Van,2025-04-27,2025-05-01,2025-04-27,2025-05-01,13,16007,1067.5,1991,4969.63,969.99,0,Delivered,0,
900201,50201,303,TL,Dry Van,2025-05-13,2025-05-17,2025-05-13,2025-05-17,9,20128,1466.1,2181,4137.8,702.06,75,Delivered,0,
900202,50202,301,LTL,Dry Van,2025-04-06,2025-04-09,2025-04-06,2025-04-08,5,642,406.3,1083,418.43,50.26,0,Delivered,0,
900203,50203,303,LTL,Dry Van,2025-01-26,2025-01-29,2025-01-25,2025-01-29,4,200,361.0,1083,347.3,48.09,0,Delayed,0,
900204,50204,301,LTL,Dry Van,2025-02-01,2025-02-02,2025-02-01,2025-02-02,4,200,113.9,348,300.0,34.67,0,Delivered,0,
900205,50205,301,TL,Dry Van,2025-04-19,2025-04-20,2025-04-19,2025-04-21,15,16579,1300.6,761,1415.78,233.03,0,Delivered,0,
900206,50206,300,LTL,Dry Van,2025-07-01,2025-07-05,2025-07-01,2025-07-08,3,200,558.1,2325,898.8,101.41,0,In Transit,1,Count discrepancy
900207,50207,304,LTL,Reefer,2025-06-22,2025-06-23,2025-06-22,2025-06-24,3,3375,659.1,450,300.0,55.81,0,Delivered,0,
900208,50208,304,TL,Dry Van,2025-05-12,2025-05-16,2025-05-12,2025-05-16,10,14247,1378.6,2181,4868.73,536.12,0,Delivered,0,
900209,50209,301,TL,Dry Van,2025-01-19,2025-01-23,2025-01-19,2025-01-23,9,12514,1251.7,2112,5330.1,696.3,0,Delivered,0,
900210,50210,301,LTL,Dry Van,2025-02-01,2025-02-04,2025-02-03,2025-02-06,2,200,391.0,1819,672.46,107.59,50,Delivered,0,
900211,50211,300,TL,Dry Van,2025-04-14,2025-04-18,2025-04-15,2025-04-19,10,12946,1217.8,1991,5050.16,688.76,0,Delivered,0,
900212,50212,300,LTL,Dry Van,2025-03-29,2025-03-30,2025-03-29,2025-03-30,3,5985,172.6,761,319.73,56.02,50,Delivered,0,
900213,50213,302,TL,Dry Van,2025-04-06,2025-04-10,2025-04-06,2025-04-10,11,16674,1171.0,2001,4427.92,723.35,125,Delivered,0,
900214,50214,302,LTL,Dry Van,2025-06-17,2025-06-18,2025-06-17,2025-06-18,2,4406,459.6,348,300.0,38.61,50,Delivered,0,
900215,50215,302,TL,Dry Van,2025-04-01,2025-04-05,2025-04-01,2025-04-05,13,13366,1341.1,1905,4556.49,482.52,0,Delivered,0,
900216,50216,300,TL,Dry Van,2025-01-27,2025-01-30,2025-01-27,2025-01-28,13,16277,1272.4,1083,2207.16,358.16,0,Delivered,0,
900217,50217,301,TL,Dry Van,2025-01-23,2025-01-26,2025-01-23,2025-01-25,9,17546,1171.1,1370,3249.71,460.98,0,Delivered,0,
900218,50218,302,LTL,Reefer,2025-05-12,2025-05-16,2025-05-12,2025-05-16,5,200,288.3,1991,645.1,120.48,0,Canceled,0,
900219,50219,302,LTL,Reefer,2025-05-01,2025-05-04,2025-05-01,2025-05-06,4,9967,380.5,1775,746.95,78.71,125,Delivered,0,
900220,50220,302,LTL,Dry Van,2025-06-17,2025-06-20,2025-06-17,2025-06-20,5,3971,570.4,1370,369.44,40.65,75,Delivered,0,
900221,50221,301,TL,Reefer,2025-05-03,2025-05-06,2025-05-03,2025-05-06,13,16135,1184.2,1775,4167.02,683.53,75,Delivered,0,
900222,50222,301,LTL,Dry Van,2025-05-15,2025-05-18,2025-05-15,2025-05-15,4,4487,50.0,1083,300.0,32.4,125,Delivered,0,
900223,50223,300,LTL,Reefer,2025-05-20,2025-05-22,2025-05-20,2025-05-23,2,4254,225.9,1047,413.34,44.96,200,Delivered,0,
900224,50224,301,LTL,Reefer,2025-05-25,2025-05-28,2025-05-25,2025-05-27,3,1503,301.3,1263,446.94,85.24,50,Delivered,0,
900225,50225,304,LTL,Dry Van,2025-02-27,2025-03-04,2025-02-27,2025-03-03,3,975,50.0,2139,758.76,136.11,0,Delivered,0,
900226,50226,300,TL,Dry Van,2025-06-24,2025-06-27,2025-06-24,2025-06-27,14,13944,1151.6,1819,4190.69,544.11,0,Delivered,0,
900227,50227,301,TL,Dry Van,2025-06-20,2025-06-24,2025-06-22,2025-06-27,9,16292,1230.0,2112,5379.71,656.04,0,Delivered,0,
900228,50228,302,LTL,Dry Van,2025-05-15,2025-05-19,2025-05-15,2025-05-17,3,3085,50.0,1698,653.06,87.0,125,Delivered,0,
900229,50229,301,TL,Dry Van,2025-05-14,2025-05-18,2025-05-14,2025-05-16,13,18396,1305.0,1905,3772.67,461.59,75,Delivered,0,
900230,50230,302,TL,Flatbed,2025-06-22,2025-06-27,2025-06-22,2025-06-26,12,14435,1257.9,2287,4127.91,759.86,0,Delivered,0,
900231,50231,302,LTL,Dry Van,2025-05-23,2025-05-27,2025-05-24,2025-05-27,3,3452,321.0,2112,639.57,101.98,75,Delivered,1,Damaged packaging
900232,50232,300,TL,Dry Van,2025-01-27,2025-01-30,2025-01-27,2025-01-30,17,18374,1021.2,1263,2498.83,312.19,0,Delivered,0,
900233,50233,304,TL,Dry Van,2025-06-29,2025-06-30,2025-06-29,2025-06-29,11,16717,1359.0,443,935.69,97.83,0,Delivered,0,
900234,50234,301,TL,Dry Van,2025-06-04,2025-06-09,2025-06-04,2025-06-11,14,13826,1103.0,2287,5165.82,929.44,0,Delayed,0,
900235,50235,303,TL,Dry Van,2025-01-23,2025-01-27,2025-01-25,2025-01-28,12,19317,1331.9,2008,4619.17,631.07,0,Delivered,0,
900236,50236,301,LTL,Dry Van,2025-06-09,2025-06-11,2025-06-09,2025-06-13,5,1098,386.9,1047,300.0,44.96,50,Delivered,0,
900237,50237,300,TL,Dry Van,2025-01-24,2025-01-27,2025-01-24,2025-01-27,8,18843,1408.5,1263,3259.9,617.19,0,Delivered,0,
900238,50238,301,TL,Dry Van,2025-01-07,2025-01-10,2025-01-07,2025-01-10,7,18560,1204.6,1775,4474.96,574.84,0,Delivered,0,
900239,50239,300,TL,Dry Van,2025-01-04,2025-01-08,2025-01-04,2025-01-08,9,12403,1329.0,1991,4906.14,601.12,0,Delivered,0,
900240,50240,301,TL,Dry Van,2025-05-12,2025-05-13,2025-05-11,2025-05-12,10,11386,973.3,348,682.05,77.51,125,Delivered,0,
900241,50241,304,TL,Dry Van,2025-02-24,2025-03-01,2025-02-24,2025-03-01,8,16833,868.9,2287,4085.01,735.46,0,Delivered,0,
900242,50242,301,TL,Flatbed,2025-02-28,2025-03-04,2025-03-02,2025-03-04,13,12264,1340.5,1698,4177.52,766.64,0,Delivered,0,
900243,50243,304,TL,Dry Van,2025-02-25,2025-03-01,2025-02-25,2025-02-28,11,14400,1190.9,1826,4522.7,452.46,0,Delivered,0,
900244,50244,300,TL,Dry Van,2025-05-15,2025-05-16,2025-05-15,2025-05-16,10,13555,1232.6,348,694.7,86.62,200,Delivered,0,
900245,50245,303,TL,Dry Van,2025-01-22,2025-01-23,2025-01-22,2025-01-22,15,16820,662.6,761,1844.84,317.49,0,Delivered,0,
900246,50246,302,LTL,Dry Van,2025-01-09,2025-01-12,2025-01-11,2025-01-14,6,4340,59.4,1083,362.75,50.5,0,Delivered,0,
900247,50247,304,TL,Dry Van,2025-02-22,2025-02-26,2025-02-22,2025-02-26,14,17272,1584.0,2325,4501.86,730.6,50,Delivered,0,
900248,50248,301,LTL,Dry Van,2025-01-09,2025-01-13,2025-01-09,2025-01-13,5,200,257.9,1991,613.19,63.24,125,Delivered,0,
900249,50249,300,TL,Dry Van,2025-07-01,2025-07-05,2025-07-01,2025-07-06,11,11003,1343.2,1991,3646.2,550.48,0,In Transit,0,
900250,50250,301,LTL,Dry Van,2025-01-26,2025-01-29,2025-01-26,2025-01-31,3,442,339.4,1775,506.68,52.55,75,Delayed,0,
900251,50251,301,LTL,Dry Van,2025-01-18,2025-01-22,2025-01-18,2025-01-22,5,336,250.7,2001,555.64,58.58,75,Delivered,0,
900252,50252,302,TL,Dry Van,2025-06-07,2025-06-08,2025-06-07,2025-06-08,14,16473,1431.5,450,1076.75,136.58,0,Delivered,0,
900253,50253,304,LTL,Dry Van,2025-02-14,2025-02-18,2025-02-14,2025-02-17,6,200,531.7,1698,594.16,90.4,0,Delivered,0,
900254,50254,304,TL,Reefer,2025-06-05,2025-06-09,2025-06-05,2025-06-07,8,15217,1114.1,2325,5430.83,808.51,50,Delivered,0,
900255,50255,301,LTL,Dry Van,2025-02-06,2025-02-07,2025-02-07,2025-02-08,6,5037,50.0,443,300.0,51.41,125,Delivered,0,
900256,50256,303,LTL,Dry Van,2025-02-23,2025-02-27,2025-02-23,2025-02-27,6,253,324.6,2001,689.17,92.91,50,Delivered,0,
900257,50257,304,TL,Dry Van,2025-01-08,2025-01-09,2025-01-09,2025-01-09,14,17283,1148.1,450,1119.67,144.59,0,Delivered,0,
900258,50258,304,TL,Dry Van,2025-01-30,2025-01-31,2025-01-30,2025-01-30,8,15030,1355.6,443,806.27,129.09,75,Delivered,0,
900259,50259,300,TL,Dry Van,2025-04-21,2025-04-24,2025-04-21,2025-04-23,9,20441,1243.4,1083,2580.46,370.04,200,Delivered,0,
900260,50260,303,TL,Dry Van,2025-06-25,2025-06-28,2025-06-25,2025-06-27,15,15154,993.5,1819,3738.95,548.39,0,Delivered,0,
900261,50261,304,TL,Dry Van,2025-06-04,2025-06-07,2025-06-04,2025-06-05,13,16690,1662.9,1819,4422.94,542.08,0,Delivered,0,
900262,50262,303,TL,Dry Van,2025-05-03,2025-05-07,2025-05-03,2025-05-06,15,11246,1220.2,2325,5444.18,666.89,75,Delivered,0,
900263,50263,301,LTL,Reefer,2025-06-18,2025-06-19,2025-06-19,2025-06-19,4,3389,399.0,443,300.0,40.43,75,Delivered,0,
900264,50264,304,LTL,Dry Van,2025-06-04,2025-06-08,2025-06-04,2025-06-07,5,1754,50.0,2001,649.96,103.11,125,Delivered,1,Damaged packaging
900265,50265,303,TL,Dry Van,2025-06-02,2025-06-06,2025-06-02,2025-06-09,8,15026,1268.9,1698,3604.01,624.09,50,Delayed,0,
900266,50266,301,TL,Flatbed,2025-03-25,2025-03-28,2025-03-25,2025-03-29,6,20134,1019.2,1819,3175.25,459.99,0,Delivered,0,
900267,50267,301,LTL,Dry Van,2025-01-24,2025-01-27,2025-01-24,2025-01-26,2,200,392.1,1775,750.29,93.06,125,Delivered,0,
900268,50268,301,TL,Dry Van,2025-04-09,2025-04-12,2025-04-09,2025-04-11,11,12127,1204.3,1775,4002.48,759.81,50,Delivered,0,
900269,50269,304,LTL,Flatbed,2025-04-26,2025-04-27,2025-04-26,2025-04-29,5,2392,415.4,443,300.0,45.41,0,Delivered,0,
900270,50270,301,TL,Dry Van,2025-03-24,2025-03-28,2025-03-24,2025-03-28,9,17701,1396.7,1962,4864.57,594.02,0,Delivered,0,
900271,50271,304,TL,Dry Van,2025-05-14,2025-05-15,2025-05-14,2025-05-15,9,14034,1259.7,450,766.16,109.4,0,Delivered,0,
900272,50272,302,TL,Reefer,2025-01-04,2025-01-09,2025-01-04,2025-01-08,15,22780,1462.3,2139,5164.6,715.83,0,Delivered,0,
900273,50273,301,TL,Reefer,2025-05-10,2025-05-14,2025-05-10,2025-05-14,14,14794,1194.9,1826,4089.88,801.12,75,Delivered,0,
900274,50274,301,LTL,Reefer,2025-05-17,2025-05-21,2025-05-17,2025-05-20,4,5421,199.3,2112,585.95,84.12,125,Delivered,0,
900275,50275,304,TL,Dry Van,2025-01-11,2025-01-15,2025-01-11,2025-01-15,17,17258,1392.9,1991,3490.05,660.45,75,Delivered,0,
900276,50276,304,TL,Dry Van,2025-01-02,2025-01-03,2025-01-03,2025-01-04,7,11576,1157.8,450,980.29,157.43,0,Delivered,0,
900277,50277,302,LTL,Reefer,2025-06-11,2025-06-12,2025-06-11,2025-06-11,4,4384,257.5,761,300.0,38.25,75,Delivered,0,
900278,50278,302,LTL,Dry Van,2025-03-17,2025-03-21,2025-03-17,2025-03-19,4,2271,405.4,1905,513.74,82.76,0,Delivered,0,
900279,50279,303,TL,Dry Van,2025-01-18,2025-01-21,2025-01-18,2025-01-21,17,20154,1341.5,1370,3057.81,584.0,50,Delivered,0,
900280,50280,301,TL,Dry Van,2025-03-11,2025-03-16,2025-03-11,2025-03-17,11,13114,750.0,2287,5375.86,742.23,0,Delivered,0,
900281,50281,301,LTL,Reefer,2025-03-25,2025-03-29,2025-03-26,2025-03-31,6,537,361.0,1826,605.23,100.71,0,Delivered,0,
900282,50282,301,LTL,Dry Van,2025-02-17,2025-02-21,2025-02-18,2025-02-21,2,200,317.3,2001,576.32,64.75,200,Delivered,0,
900283,50283,302,TL,Reefer,2025-04-15,2025-04-19,2025-04-15,2025-04-22,15,6880,1182.4,1698,4374.7,612.77,0,Delayed,0,
900284,50284,302,LTL,Dry Van,2025-02-15,2025-02-20,2025-02-15,2025-02-18,1,1306,398.7,2287,1007.88,201.13,0,Delivered,0,
900285,50285,300,TL,Dry Van,2025-02-25,2025-02-28,2025-02-25,2025-02-27,17,16871,1110.3,1263,2550.07,387.0,0,Delivered,0,
900286,50286,300,TL,Dry Van,2025-04-09,2025-04-11,2025-04-11,2025-04-12,10,19499,1414.3,1047,2394.45,334.69,75,Delivered,0,
900287,50287,300,TL,Dry Van,2025-04-29,2025-04-30,2025-04-29,2025-04-30,9,8047,1399.8,761,1303.18,208.75,200,Delivered,0,
900288,50288,304,LTL,Reefer,2025-01-30,2025-02-03,2025-01-30,2025-02-02,8,1579,418.9,1905,762.45,136.55,0,Delivered,0,
900289,50289,303,LTL,Dry Van,2025-04-04,2025-04-07,2025-04-04,2025-04-07,6,2356,618.3,1775,619.15,95.88,50,Delivered,0,
900290,50290,300,TL,Flatbed,2025-06-16,2025-06-20,2025-06-16,2025-06-18,13,19607,1134.1,1698,3727.17,508.66,125,Delivered,0,
900291,50291,302,TL,Dry Van,2025-01-23,2025-01-27,2025-01-23,2025-01-28,13,10303,1473.6,1925,4920.49,768.2,0,Delivered,0,
900292,50292,301,TL,Dry Van,2025-06-22,2025-06-27,2025-06-22,2025-06-27,13,15742,1208.0,2139,3747.5,422.7,0,Delivered,0,
900293,50293,303,LTL,Dry Van,2025-02-26,2025-03-02,2025-02-26,2025-03-05,6,2543,362.6,2112,559.09,110.51,0,Delayed,1,Shorted
900294,50294,304,TL,Flatbed,2025-05-24,2025-05-28,2025-05-24,2025-05-27,10,20662,1196.8,2112,4753.91,903.1,0,Delivered,0,
900295,50295,304,LTL,Reefer,2025-04-26,2025-05-01,2025-04-26,2025-05-03,2,4453,50.0,2287,1011.93,139.84,0,Delayed,0,
900296,50296,304,TL,Dry Van,2025-01-29,2025-01-30,2025-01-29,2025-01-29,8,13864,1159.5,761,1302.15,165.81,0,Delivered,0,
900297,50297,301,LTL,Dry Van,2025-02-10,2025-02-15,2025-02-10,2025-02-15,5,300,383.9,2287,955.46,171.5,0,Delivered,0,
900298,50298,304,TL,Dry Van,2025-04-20,2025-04-24,2025-04-20,2025-04-24,15,14001,965.2,2008,4019.8,496.42,0,Delivered,0,
900299,50299,301,TL,Dry Van,2025-01-08,2025-01-11,2025-01-08,2025-01-09,13,12822,1101.4,1263,3166.02,437.77,50,Canceled,0,
900300,50300,301,TL,Flatbed,2025-03-29,2025-04-02,2025-03-29,2025-04-02,11,17853,1327.1,1698,3903.75,441.31,0,Delivered,0,
900301,50301,303,TL,Dry Van,2025-02-11,2025-02-15,2025-02-11,2025-02-14,14,15627,1456.5,1991,4461.44,695.31,75,Delivered,0,
900302,50302,302,TL,Dry Van,2025-03-06,2025-03-10,2025-03-05,2025-03-09,11,11663,1333.3,2112,4383.82,753.11,0,Delivered,0,
900303,50303,300,TL,Dry Van,2025-05-09,2025-05-13,2025-05-09,2025-05-12,10,12716,1327.3,2112,4268.66,455.59,0,Delivered,0,
900304,50304,303,TL,Dry Van,2025-04-18,2025-04-21,2025-04-20,2025-04-23,20,15372,1418.6,1775,4123.85,566.74,0,Delivered,0,
900305,50305,302,TL,Dry Van,2025-02-28,2025-03-04,2025-02-28,2025-03-04,15,11360,1300.2,1962,3455.94,584.36,75,Delivered,0,
900306,50306,300,LTL,Dry Van,2025-03-05,2025-03-09,2025-03-05,2025-03-10,4,5203,50.0,2181,809.52,144.25,0,Delivered,0,
900307,50307,304,LTL,Dry Van,2025-03-21,2025-03-25,2025-03-22,2025-03-27,7,4268,239.9,2112,717.36,136.88,75,Delivered,1,Shorted
900308,50308,304,TL,Dry Van,2025-04-07,2025-04-11,2025-04-07,2025-04-10,10,13359,1259.5,2008,3846.29,657.66,75,Delivered,0,
900309,50309,304,TL,Dry Van,2025-04-04,2025-04-08,2025-04-06,2025-04-10,7,17970,1410.0,2325,4511.39,825.1,0,Delivered,0,
900310,50310,304,TL,Dry Van,2025-04-13,2025-04-17,2025-04-13,2025-04-16,12,12595,1061.2,1925,4636.1,522.22,0,Delivered,0,
900311,50311,301,LTL,Flatbed,2025-06-17,2025-06-18,2025-06-17,2025-06-18,1,5227,262.0,348,300.0,51.92,0,Delivered,0,
900312,50312,301,TL,Dry Van,2025-05-14,2025-05-18,2025-05-14,2025-05-18,17,11246,1183.8,2181,5478.07,847.36,0,Delivered,0,
900313,50313,300,TL,Dry Van,2025-05-26,2025-05-29,2025-05-26,2025-05-29,13,14677,1311.4,1819,3323.56,424.13,50,Delivered,0,
900314,50314,304,TL,Dry Van,2025-04-05,2025-04-06,2025-04-07,2025-04-07,18,12092,1074.2,348,849.3,131.5,0,Delivered,0,
900315,50315,300,LTL,Dry Van,2025-04-01,2025-04-02,2025-04-02,2025-04-02,3,200,332.0,450,300.0,36.48,75,Delivered,0,
900316,50316,301,TL,Dry Van,2025-01-12,2025-01-13,2025-01-12,2025-01-12,12,15342,972.7,443,982.59,156.15,0,Delivered,0,
900317,50317,301,TL,Reefer,2025-06-03,2025-06-06,2025-06-03,2025-06-04,6,12173,1275.6,1370,2941.07,514.32,0,Delivered,0,
900318,50318,300,LTL,Dry Van,2025-01-16,2025-01-19,2025-01-15,2025-01-17,2,6674,112.6,1263,538.05,97.87,75,Delivered,0,
900319,50319,301,TL,Dry Van,2025-03-03,2025-03-07,2025-03-03,2025-03-06,11,10617,1282.8,1698,4003.96,723.52,0,Delivered,0,
900320,50320,300,TL,Dry Van,2025-05-14,2025-05-19,2025-05-14,2025-05-19,15,13181,1389.2,2139,4316.77,630.62,0,Delivered,0,
900321,50321,303,LTL,Dry Van,2025-05-16,2025-05-20,2025-05-17,2025-05-20,3,1183,358.3,1925,845.87,169.17,75,Delivered,0,
900322,50322,303,TL,Dry Van,2025-03-22,2025-03-26,2025-03-22,2025-03-27,8,14167,739.2,2325,5970.62,1103.54,50,Delivered,0,
900323,50323,303,TL,Reefer,2025-06-06,2025-06-09,2025-06-06,2025-06-09,10,19008,1505.4,1263,2672.38,311.83,0,Delivered,0,
900324,50324,300,TL,Dry Van,2025-05-10,2025-05-13,2025-05-10,2025-05-11,12,15171,1236.1,1819,4641.89,642.23,50,Delivered,0,
900325,50325,303,TL,Reefer,2025-04-20,2025-04-22,2025-04-21,2025-04-22,10,16943,1323.6,1047,2061.78,272.48,125,Delivered,0,
900326,50326,302,LTL,Dry Van,2025-04-04,2025-04-07,2025-04-04,2025-04-06,5,2228,77.6,1263,543.78,55.9,0,Delivered,0,
900327,50327,304,TL,Dry Van,2025-06-24,2025-06-25,2025-06-24,2025-06-25,13,23413,1150.8,443,1080.51,195.7,50,Delivered,0,
900328,50328,302,LTL,Dry Van,2025-03-24,2025-03-25,2025-03-24,2025-03-24,4,3101,337.2,348,300.0,50.04,0,Delivered,0,
900329,50329,300,TL,Dry Van,2025-02-27,2025-03-03,2025-02-27,2025-03-03,7,18520,1044.9,2325,5839.72,612.55,125,Delivered,0,
900330,50330,302,TL,Reefer,2025-01-28,2025-02-01,2025-01-28,2025-02-01,11,16015,1464.5,2001,4670.93,791.37,0,Delivered,0,
900331,50331,300,TL,Dry Van,2025-03-13,2025-03-18,2025-03-13,2025-03-19,15,13102,1086.5,2287,5928.68,980.65,200,Delivered,0,
900332,50332,304,LTL,Dry Van,2025-03-03,2025-03-04,2025-03-03,2025-03-04,8,7026,251.3,443,300.0,55.03,0,Delivered,0,
900333,50333,302,TL,Dry Van,2025-02-08,2025-02-09,2025-02-08,2025-02-08,10,17910,981.6,348,641.73,98.07,50,Delivered,0,
900334,50334,303,LTL,Dry Van,2025-03-27,2025-03-31,2025-03-27,2025-04-01,3,4283,609.4,1962,792.3,113.92,0,Delivered,0,
900335,50335,300,TL,Dry Van,2025-02-01,2025-02-02,2025-02-01,2025-02-02,14,10820,1486.7,761,1857.6,259.45,75,Delivered,0,
900336,50336,302,LTL,Dry Van,2025-06-17,2025-06-20,2025-06-17,2025-06-17,6,200,182.7,1083,467.64,52.4,0,Delivered,0,
900337,50337,303,TL,Dry Van,2025-04-12,2025-04-16,2025-04-13,2025-04-16,14,9640,1401.0,1962,5017.54,844.98,0,Delivered,0,
900338,50338,301,TL,Dry Van,2025-05-27,2025-06-01,2025-05-27,2025-05-31,16,10553,1353.3,2287,4918.22,578.8,0,Delivered,0,
900339,50339,301,TL,Reefer,2025-01-27,2025-01-31,2025-01-27,2025-01-30,12,17496,1154.1,2112,4235.58,823.85,0,Delivered,0,
900340,50340,304,TL,Dry Van,2025-06-03,2025-06-07,2025-06-03,2025-06-07,11,13554,1372.8,1698,3273.33,650.7,0,Delivered,0,
900341,50341,302,TL,Dry Van,2025-01-16,2025-01-20,2025-01-16,2025-01-20,10,9348,659.7,2325,4637.18,870.04,0,Delivered,0,
900342,50342,302,TL,Dry Van,2025-01-09,2025-01-12,2025-01-09,2025-01-12,16,18224,1176.1,1263,3047.44,364.74,0,Delivered,0,
900343,50343,300,LTL,Dry Van,2025-03-27,2025-03-31,2025-03-27,2025-04-03,3,4096,278.5,1925,513.4,79.16,0,Delayed,0,
900344,50344,300,TL,Dry Van,2025-02-26,2025-03-01,2025-02-26,2025-02-27,10,18538,1111.2,1819,4171.31,640.5,125,Delivered,0,
900345,50345,301,LTL,Dry Van,2025-06-15,2025-06-19,2025-06-17,2025-06-21,7,200,64.8,1925,535.53,75.56,125,Delivered,0,
900346,50346,304,LTL,Dry Van,2025-04-26,2025-04-29,2025-04-26,2025-04-27,3,1190,295.4,1819,706.81,91.61,50,Delivered,0,
900347,50347,300,TL,Dry Van,2025-02-23,2025-02-27,2025-02-24,2025-02-28,10,15558,834.3,1905,3668.68,709.05,0,Delivered,0,
900348,50348,301,LTL,Dry Van,2025-07-01,2025-07-05,2025-07-01,2025-07-04,3,2320,521.3,1826,715.85,83.09,75,In Transit,0,
900349,50349,303,TL,Dry Van,2025-04-01,2025-04-02,2025-04-02,2025-04-03,11,13935,1118.0,450,1159.0,204.95,0,Delivered,0,
900350,50350,300,TL,Reefer,2025-02-19,2025-02-23,2025-02-18,2025-02-23,10,10869,954.5,1962,5016.57,782.24,125,Delivered,0,
900351,50351,304,LTL,Dry Van,2025-06-03,2025-06-04,2025-06-03,2025-06-06,3,5487,327.7,348,300.0,39.93,50,Delayed,0,
900352,50352,304,TL,Dry Van,2025-04-12,2025-04-15,2025-04-12,2025-04-14,13,18769,1249.3,1775,3527.63,353.15,125,Delivered,0,
900353,50353,304,LTL,Dry Van,2025-05-03,2025-05-07,2025-05-03,2025-05-07,6,1797,485.0,2325,1016.46,161.48,50,Delivered,0,
900354,50354,300,LTL,Reefer,2025-04-23,2025-04-24,2025-04-23,2025-04-23,2,4636,226.0,443,300.0,36.81,0,Delivered,0,
900355,50355,300,TL,Dry Van,2025-03-09,2025-03-12,2025-03-09,2025-03-10,13,13560,1130.3,1775,3293.85,481.8,0,Delivered,1,Shorted
900356,50356,301,TL,Dry Van,2025-06-10,2025-06-14,2025-06-10,2025-06-13,18,10768,996.9,2008,4725.12,802.88,0,Delivered,0,
900357,50357,300,LTL,Dry Van,2025-06-03,2025-06-06,2025-06-03,2025-06-05,6,200,612.5,1263,554.27,75.17,0,Delivered,0,
900358,50358,301,LTL,Dry Van,2025-04-08,2025-04-12,2025-04-08,2025-04-13,3,4297,307.6,2325,713.02,95.4,50,Delivered,0,
900359,50359,304,TL,Dry Van,2025-06-05,2025-06-08,2025-06-05,2025-06-09,17,19281,1031.9,1263,2592.13,402.56,0,Delivered,0,
900360,50360,303,TL,Flatbed,2025-03-20,2025-03-24,2025-03-20,2025-03-25,13,11794,1238.5,1925,4356.19,684.65,0,Delivered,1,Shorted
900361,50361,302,TL,Dry Van,2025-04-18,2025-04-19,2025-04-18,2025-04-19,15,21121,962.4,443,1121.74,213.57,0,Delivered,0,
